Index,Country,City,Hotel,Address,Popularity,Latitude,Longitude
415,US,Chicago,Claridge House Chicago,"1244 N Dearborn Pkwy, Chicago, Illinois",292,41.9048,-87.63013
416,US,Chicago,DoubleTree by Hilton Hotel Chicago - Magnificent Mile,"300 E. Ohio Street, Chicago, Illinois",310,41.89277,-87.61962
417,US,Chicago,Write Inn,"211 N Oak Park Ave, Oak Park, Illinois",206,41.8907,-87.79489
418,US,Chicago,The Sono Chicago,"1428 N Cleveland Ave, Chicago, Illinois",280,41.90821,-87.64105
419,US,Chicago,Super 8 by Wyndham Mundelein / Libertyville Area,"1950 S Lake St, Mundelein, Lake County, Illinois",319,42.23892,-87.99506
420,US,Chicago,Hampton Inn Chicago McCormick Place,"123 East Cermak, Chicago, Illinois",280,41.85253,-87.62271
421,US,Chicago,Extended Stay America - Chicago - O'Hare,"1201 E Touhy Ave, Des Plaines, Illinois",122,42.0081,-87.89371
422,US,Chicago,Graduate Evanston,"1625 Hinman Ave, Evanston, Illinois",204,42.04643,-87.6769
423,US,Chicago,Days Inn by Wyndham Great Lakes - N. Chicago,"3000 N Skokie Hwy, North Chicago, Lake County, Illinois",655,42.30474,-87.877
424,US,Chicago,City Suites Hotel Chicago,"933 West Belmont Ave, Northalsted, Chicago, Illinois",276,41.93983,-87.65282
425,US,Chicago,Fairfield Inn & Suites New Buffalo,"11400 Holiday Dr, New Buffalo, Berrien County, Michigan",360,41.77783,-86.7288
426,US,Chicago,"Crowne Plaza Lombard Downers Grove, an IHG Hotel","1250 Roosevelt Rd, Glen Ellyn, DuPage County, Illinois",308,41.86026,-88.02828
427,US,Chicago,Quality Inn O'Hare Airport,"3801 North Mannheim Rd, Schiller Park, Illinois",450,41.94738,-87.88503
428,US,Chicago,Victoria Inn Hotel & Convention Centre,"555 Arthur St W, Thunder Bay, Thunder Bay District, Ontario, Canada",338,48.38154,-89.29276
429,US,Chicago,Extended Stay America - Chicago - Darien,"2345 Sokol, Darien, DuPage County, Illinois",72,41.71825,-88.00196
430,US,Chicago,Hotel Saint Clair- Magnificent Mile,"162 E Ontario St, Chicago, Illinois",324,41.89345,-87.6232
431,US,Chicago,"Holiday Inn Express & Suites Chicago-Midway Airport, an IHG Hotel","6500 South Cicero Avenue, Chicago, Illinois",233,41.77438,-87.74302
432,US,Chicago,Navy Lodge Great Lakes,"2500 Meridian Drive, North Chicago, Lake County, Illinois",218,42.30791,-87.86612
433,US,Chicago,Wrigley Hostel,"3514 N Sheffield Ave, Chicago, Illinois",244,41.94603,-87.65443
434,US,Chicago,Aloft Chicago Mag Mile,"243 E Ontario St, Chicago, Illinois",249,41.89312,-87.62134
435,US,Chicago,Residence Inn by Marriott Chicago Bolingbrook,"180 Remington Boulevard, Bolingbrook, DuPage County, Illinois",34,41.68766,-88.07254
436,US,Chicago,Homewood Suites by Hilton Chicago Downtown South Loop,"59 E. 11th Street, Chicago, Illinois",235,41.86925,-87.62527
437,US,Chicago,Home2 Suites by Hilton Chicago River North,"110 West Huron St, Chicago, Illinois",273,41.89488,-87.63179
438,US,Chicago,Hyatt Place Chicago – Medical / University District,"1835 W Harrison St, Chicago, Illinois",215,41.87401,-87.67297
439,US,Chicago,Magnuson Hotel Bourbonnais,"60 Ken Hayes Dr, Bourbonnais, Illinois",258,41.17114,-87.84822
440,US,Chicago,Inn at Lincoln Park,"601 W Diversey Pkwy, Chicago, Illinois",261,41.93275,-87.64368
441,US,Chicago,Chicago Guest House,"3715 N Lakewood Ave, Chicago, Illinois",288,41.94944,-87.66137
442,US,Chicago,Motel 6 Naperville,"1585 Naperville Wheaton Rd, Naperville, DuPage County, Illinois",246,41.79922,-88.12244
443,US,Chicago,Red Roof Inn Chicago - Alsip,"12340 S Cicero Ave, Alsip, Illinois",37,41.66709,-87.73988
444,US,Chicago,"Sable at Navy Pier Chicago, Curio Collection by Hilton","900 E Grand Ave, Chicago, Illinois",242,41.89178,-87.60275
445,US,Chicago,O'Hare Inn & Suites,"4101 Mannheim Rd, Schiller Park, Illinois",240,41.9536,-87.88448
446,US,Chicago,Holiday Inn Chicago – Midway Airport S,"7353 South Cicero Avenue, Chicago, Illinois",252,41.75912,-87.74094
447,US,Chicago,Baymont Inn & Suites by Wyndham Mundelein near Vernon Hills,"517 E Il Route 83, Mundelein, Lake County, Illinois",337,42.23686,-87.99664
448,US,Chicago,"Margarita European Inn, an Ascend Hotel Collection Member","1566 Oak Avenue, Evanston, Illinois",199,42.04622,-87.68726
449,US,Chicago,Red Carpet Inn N. Chicago,"3207 Buckley Rd, North Chicago, Lake County, Illinois",117,42.30775,-87.87921
450,US,Chicago,Lake Country Inn,"18 W Merchant St, New Buffalo, Berrien County, Michigan",226,41.79492,-86.74551
451,US,Chicago,Hampton Inn Litchfield,"11 Thunderbird Circle, Litchfield, Illinois",528,39.17821,-89.67789
452,US,Chicago,Hilton Garden Inn Chicago McCormick Place,"123 East Cermak, Chicago, Illinois",224,41.85253,-87.62271
453,US,Chicago,Sheraton Lisle Naperville Hotel,"3000 Warrenville Rd, Lisle, DuPage County, Illinois",215,41.80943,-88.11238
454,US,Chicago,Four Points by Sheraton Chicago Westchester/Oak Brook,"2222 Enterprise Dr, Westchester, Illinois",27,41.84713,-87.90839
455,US,Chicago,Moxy Chicago Downtown,"530 N La Salle Dr, Chicago, Illinois",198,41.89175,-87.63282
456,US,Chicago,WoodSpring Suites Chicago Romeoville,"1093 Windham Pkwy, Romeoville, Illinois",32,41.66184,-88.11394
457,US,Chicago,Comfort Inn Matteson - Chicago,"5210 Southwick Dr, Matteson, Illinois",33,41.50296,-87.7406
458,US,Chicago,The Chicago Hotel Collection Millennium Park,"55 E Washington St, Chicago, Illinois",336,41.88316,-87.62576
459,US,Chicago,"Holiday Inn & Suites Bolingbrook, an IHG Hotel","205 Remington Blvd., Bolingbrook, DuPage County, Illinois",199,41.68368,-88.07318
460,US,Chicago,Rodeway Inn Chicago-Evanston,"6155 N Jersey Ave, Chicago, Illinois",24,41.9926,-87.71129
461,US,Chicago,Extended Stay America - Chicago - Hanover Park,"1075 E Lake St, Hanover Park, Illinois",44,41.97855,-88.13152
462,US,Chicago,Roscoe Village Guesthouse,"2104 W Roscoe St, Chicago, Illinois",183,41.94338,-87.68121
463,US,Chicago,Days Inn & Suites by Wyndham Romeoville,"1280 W Normantown Rd, Romeoville, Illinois",201,41.65289,-88.12305
464,US,Chicago,Lang House Chicago,"7421 N Sheridan Rd, Chicago, Illinois",256,42.01674,-87.6648
465,US,Chicago,WoodSpring Suites Chicago Tinley Park,"18636 W Creek Dr, Tinley Park, Illinois",40,41.55238,-87.79775
466,US,Chicago,Motel 6 Chicago Northwest- Rolling Meadows,"1800 Winnetka Cir, Rolling Meadows, Illinois",50,42.09144,-88.0312
467,US,Chicago,The Chicago Hotel Collection Wrigleyville,"3475 N Clark St, Chicago, Illinois",105,41.94546,-87.65484
468,US,Chicago,Found Hotel Chicago River North,"613 N Wells St, Chicago, Illinois",229,41.89281,-87.63396
469,US,Chicago,Super 8 by Wyndham Monee,"5825 W Monee Manhattan Rd, Monee, Illinois",201,41.42608,-87.75317
470,US,Chicago,Chinatown Hotel,"214 W 22nd Pl, Chicago, Illinois",225,41.85238,-87.63258
471,US,Chicago,Comfort Inn O'Hare,"2175 E Touhy Ave, Des Plaines, Illinois",474,42.00961,-87.87096
472,US,Chicago,"Holiday Inn Express & Suites Chicago O'Hare Airport, an IHG Hotel","3001 South Mannheim Road, Des Plaines, Illinois",26,42.00458,-87.88464
473,US,Chicago,Hilton Garden Inn Chicago Central Loop,"245 S. Franklin St., Chicago, Illinois",38,41.87854,-87.63515
474,US,Chicago,The Glen Club,"2901 W Lake Ave, Glenview, Illinois",171,42.09009,-87.82769
475,US,Chicago,"Holiday Inn Express Chicago NW-Vernon Hills, an IHG Hotel","975 North Lakeview Parkway, Vernon Hills, Lake County, Illinois",34,42.24237,-87.9584
476,US,Chicago,Home2 Suites by Hilton Chicago McCormick Place,"123 East Cermak, Chicago, Illinois",163,41.85253,-87.62271
477,US,Chicago,Comfort Inn,"2075 Barrington Rd, Hoffman Estates, Illinois",186,42.06213,-88.14317
478,US,Chicago,Hyatt Place Chicago/Wicker Park,"1551 W North Ave, Chicago, Illinois",195,41.91041,-87.66715
